Frame, Timestamp, Time_of_day, Day_of_year, Longitude, Latitude, Altitude, Pitch, Roll, Yaw, Rain_ratio, Visibility, Snow_now
470, 26.03125, 20538.00, 105.00, 116.61114519, 39.98542992, 468.90820920, 2.28193855, -0.36349443, 353.33593750, 0.8754, 85.1000, 6.3300
471, 26.08594, 20538.00, 105.00, 116.61113653, 39.98548711, 468.55643321, 2.28280020, -0.36512151, 353.33358765, 0.8754, 85.1000, 6.3300
472, 26.14844, 20538.00, 105.00, 116.61112833, 39.98554123, 468.22357180, 2.28361487, -0.36657739, 353.33132935, 0.8754, 85.1000, 6.3300
473, 26.20313, 20538.00, 105.00, 116.61112021, 39.98559482, 467.89398080, 2.28442121, -0.36793977, 353.32913208, 0.8754, 85.1000, 6.3300
474, 26.25781, 20538.00, 105.00, 116.61111216, 39.98564789, 467.56761986, 2.28521967, -0.36921421, 353.32693481, 0.8754, 85.1000, 6.3300
475, 26.32031, 20538.00, 105.00, 116.61110411, 39.98570097, 467.24122786, 2.28601694, -0.37040994, 353.32473755, 0.8754, 85.1000, 6.3300
476, 26.37500, 20538.00, 105.00, 116.61109605, 39.98575414, 466.91435869, 2.28681374, -0.37153387, 353.32254028, 0.8754, 85.1000, 6.3300
477, 26.42969, 20538.00, 105.00, 116.61108794, 39.98580753, 466.58611967, 2.28761339, -0.37258819, 353.32034302, 0.8754, 85.1000, 6.3300
478, 26.49219, 20538.00, 105.00, 116.61107968, 39.98586195, 466.25158583, 2.28842640, -0.37358382, 353.31805420, 0.8335, 85.1000, 6.3300
479, 26.55469, 20538.00, 105.00, 116.61107126, 39.98591746, 465.91045145, 2.28925323, -0.37452012, 353.31579590, 0.8334, 85.1000, 6.3300
480, 26.60938, 20538.00, 105.00, 116.61106290, 39.98597244, 465.57253021, 2.29006982, -0.37537026, 353.31350708, 0.8333, 85.1000, 6.3300
481, 26.66406, 20538.00, 105.00, 116.61105481, 39.98602574, 465.24500744, 2.29085922, -0.37611881, 353.31127930, 0.8332, 85.1000, 6.3300
482, 26.72656, 20538.00, 105.00, 116.61104657, 39.98607992, 464.91215831, 2.29165888, -0.37680718, 353.30905151, 0.8332, 85.1000, 6.3300
483, 26.78125, 20538.00, 105.00, 116.61103827, 39.98613457, 464.57641871, 2.29246187, -0.37742695, 353.30676270, 0.8331, 85.1000, 6.3300
484, 26.84375, 20538.00, 105.00, 116.61103001, 39.98618887, 464.24290153, 2.29325652, -0.37796599, 353.30456543, 0.8330, 85.1000, 6.3300
485, 26.89844, 20538.00, 105.00, 116.61102188, 39.98624234, 463.91450743, 2.29403591, -0.37842754, 353.30233765, 0.8329, 85.1000, 6.3300
486, 26.96094, 20538.00, 105.00, 116.61101351, 39.98629733, 463.57675962, 2.29483438, -0.37882951, 353.30004883, 0.8328, 85.1000, 6.3300
487, 27.02344, 20538.00, 105.00, 116.61100518, 39.98635204, 463.24086381, 2.29562449, -0.37915400, 353.29779053, 0.8327, 85.1000, 6.3300
488, 27.07813, 20538.00, 105.00, 116.61099644, 39.98640947, 462.88830587, 2.29645061, -0.37941992, 353.29544067, 0.8326, 85.1000, 6.3300
489, 27.13281, 20538.00, 105.00, 116.61098828, 39.98646300, 462.55969549, 2.29721594, -0.37959674, 353.29321289, 0.8326, 85.1000, 6.3300
490, 27.19531, 20538.00, 105.00, 116.61098005, 39.98651707, 462.22779463, 2.29798532, -0.37970462, 353.29104614, 0.8325, 85.1000, 6.3300
491, 27.25000, 20538.00, 105.00, 116.61097186, 39.98657078, 461.89819602, 2.29874468, -0.37974751, 353.28881836, 0.8324, 85.1000, 6.3300
492, 27.31250, 20538.00, 105.00, 116.61096346, 39.98662589, 461.56003948, 2.29951882, -0.37972060, 353.28659058, 0.8323, 85.1000, 6.3300
493, 27.36719, 20538.00, 105.00, 116.61095542, 39.98667864, 461.23639939, 2.30025625, -0.37962854, 353.28445435, 0.8323, 85.1000, 6.3300
494, 27.42188, 20538.00, 105.00, 116.61094739, 39.98673123, 460.91383600, 2.30098724, -0.37947652, 353.28228760, 0.8322, 85.1000, 6.3300
495, 27.48438, 20538.00, 105.00, 116.61093908, 39.98678575, 460.57942113, 2.30174041, -0.37925211, 353.28009033, 0.8321, 85.1000, 6.3300
496, 27.53906, 20538.00, 105.00, 116.61093064, 39.98684104, 460.24032320, 2.30250120, -0.37895796, 353.27786255, 0.8320, 85.1000, 6.3300
497, 27.59375, 20538.00, 105.00, 116.61092274, 39.98689278, 459.92307635, 2.30320978, -0.37862450, 353.27578735, 0.8320, 85.1000, 6.3300
498, 27.64844, 20538.00, 105.00, 116.61091475, 39.98694506, 459.60251243, 2.30392385, -0.37822807, 353.27371216, 0.8319, 85.1000, 6.3300
499, 27.71094, 20538.00, 105.00, 116.61090671, 39.98699773, 459.27967773, 2.30464029, -0.37776986, 353.27157593, 0.8319, 85.1000, 6.3300
500, 27.76563, 20538.00, 105.00, 116.61089880, 39.98704947, 458.96251870, 2.30534315, -0.37726489, 353.26956177, 0.8318, 85.1000, 6.3300
501, 27.82031, 20538.00, 105.00, 116.61089088, 39.98710129, 458.64494318, 2.30604482, -0.37670261, 353.26748657, 0.8318, 85.1000, 6.3300
502, 27.87500, 20538.00, 105.00, 116.61088289, 39.98715353, 458.32481722, 2.30674911, -0.37607974, 353.26544189, 0.8317, 85.1000, 6.3300
503, 27.92969, 20538.00, 105.00, 116.61087498, 39.98720529, 458.00768743, 2.30744529, -0.37541023, 353.26339722, 0.8317, 85.1000, 6.3300
504, 27.98438, 20538.00, 105.00, 116.61086708, 39.98725688, 457.69163564, 2.30813670, -0.37468928, 353.26135254, 0.8316, 85.1000, 6.3300
505, 28.04688, 20538.00, 105.00, 116.61085903, 39.98730949, 457.36933834, 2.30883789, -0.37389922, 353.25930786, 0.8316, 85.1000, 6.3300
506, 28.10156, 20538.00, 105.00, 116.61085063, 39.98736435, 457.03332283, 2.30956650, -0.37302074, 353.25720215, 0.8316, 85.1000, 6.3300
507, 28.15625, 20538.00, 105.00, 116.61084274, 39.98741589, 456.71769561, 2.31024718, -0.37214291, 353.25521851, 0.8315, 85.1000, 6.3300
508, 28.21094, 20538.00, 105.00, 116.61083483, 39.98746756, 456.40135506, 2.31092620, -0.37121397, 353.25323486, 0.8315, 85.1000, 6.3300
509, 28.26563, 20538.00, 105.00, 116.61082674, 39.98752031, 456.07840242, 2.31161451, -0.37021649, 353.25119019, 0.8315, 85.1000, 6.3300
510, 28.32813, 20538.00, 105.00, 116.61081880, 39.98757214, 455.76113273, 2.31228614, -0.36918586, 353.24926758, 0.8315, 85.1000, 6.3300
511, 28.38281, 20538.00, 105.00, 116.61081087, 39.98762383, 455.44472853, 2.31295204, -0.36810982, 353.24728394, 0.8315, 85.1000, 6.3300
512, 28.43750, 20538.00, 105.00, 116.61080277, 39.98767665, 455.12144740, 2.31362629, -0.36696321, 353.24530029, 0.8314, 85.1000, 6.3300
513, 28.49219, 20538.00, 105.00, 116.61079465, 39.98772959, 454.79754654, 2.31429720, -0.36576506, 353.24331665, 0.7971, 85.1000, 6.3300
514, 28.55469, 20538.00, 105.00, 116.61078648, 39.98778286, 454.47157389, 2.31496644, -0.36450958, 353.24133301, 0.7968, 85.1000, 6.3300
515, 28.60938, 20538.00, 105.00, 116.61077851, 39.98783479, 454.15390484, 2.31561303, -0.36324245, 353.23941040, 0.7964, 85.1000, 6.3300
516, 28.66406, 20538.00, 105.00, 116.61077045, 39.98788729, 453.83276750, 2.31626034, -0.36191466, 353.23748779, 0.7961, 85.1000, 6.3300
517, 28.71875, 20538.00, 105.00, 116.61076230, 39.98794033, 453.50837962, 2.31690836, -0.36052674, 353.23556519, 0.7958, 85.1000, 6.3300
518, 28.77344, 20538.00, 105.00, 116.61075437, 39.98799195, 453.19268863, 2.31753278, -0.35913596, 353.23364258, 0.7954, 85.1000, 6.3300
519, 28.83594, 20538.00, 105.00, 116.61074635, 39.98804416, 452.87346146, 2.31815648, -0.35768521, 353.23178101, 0.7951, 85.1000, 6.3300
520, 28.89063, 20538.00, 105.00, 116.61073836, 39.98809617, 452.55548438, 2.31877255, -0.35619780, 353.22991943, 0.7948, 85.1000, 6.3300
521, 28.94531, 20538.00, 105.00, 116.61073035, 39.98814828, 452.23695328, 2.31938243, -0.35466877, 353.22805786, 0.7944, 85.1000, 6.3300
522, 29.00781, 20538.00, 105.00, 116.61072175, 39.98820418, 451.89523073, 2.32002950, -0.35298264, 353.22607422, 0.7935, 85.1000, 6.3300
523, 29.06250, 20538.00, 105.00, 116.61071313, 39.98826018, 451.55299532, 2.32066965, -0.35124829, 353.22412109, 0.7926, 85.1000, 6.3300
524, 29.11719, 20538.00, 105.00, 116.61070508, 39.98831248, 451.23340008, 2.32125974, -0.34959066, 353.22229004, 0.7917, 85.1000, 6.3300
525, 29.17969, 20538.00, 105.00, 116.61069706, 39.98836463, 450.91477969, 2.32184243, -0.34789795, 353.22048950, 0.7908, 85.1000, 6.3300
526, 29.23438, 20538.00, 105.00, 116.61068895, 39.98841728, 450.59312598, 2.32242346, -0.34615073, 353.21868896, 0.7900, 85.1000, 6.3300
527, 29.28906, 20538.00, 105.00, 116.61068066, 39.98847109, 450.26438208, 2.32300925, -0.34432840, 353.21682739, 0.7891, 85.1000, 6.3300
528, 29.34375, 20538.00, 105.00, 116.61067272, 39.98852264, 449.94954781, 2.32356310, -0.34254512, 353.21505737, 0.7882, 85.1000, 6.3300
529, 29.40625, 20538.00, 105.00, 116.61066463, 39.98857512, 449.62901466, 2.32412028, -0.34069318, 353.21331787, 0.7865, 85.1000, 6.3300
530, 29.46094, 20538.00, 105.00, 116.61065639, 39.98862863, 449.30225642, 2.32468200, -0.33877110, 353.21154785, 0.7845, 85.1000, 6.3300
531, 29.51563, 20538.00, 105.00, 116.61064833, 39.98868087, 448.98327673, 2.32522321, -0.33685875, 353.20980835, 0.7828, 85.1000, 6.3300
532, 29.57031, 20538.00, 105.00, 116.61064033, 39.98873278, 448.66634721, 2.32575440, -0.33492553, 353.20809937, 0.7807, 85.1000, 6.3300
533, 29.63281, 20538.00, 105.00, 116.61063221, 39.98878542, 448.34498743, 2.32628560, -0.33293417, 353.20639038, 0.7787, 85.1000, 6.3300
534, 29.68750, 20538.00, 105.00, 116.61062401, 39.98883853, 448.02083966, 2.32681561, -0.33089197, 353.20465088, 0.7767, 85.1000, 6.3300
535, 29.74219, 20538.00, 105.00, 116.61061587, 39.98889126, 447.69900810, 2.32733512, -0.32883203, 353.20297241, 0.7748, 85.1000, 6.3300
536, 29.79688, 20538.00, 105.00, 116.61060781, 39.98894347, 447.38035988, 2.32784319, -0.32676470, 353.20129395, 0.7728, 85.1000, 6.3300
537, 29.85938, 20538.00, 105.00, 116.61059965, 39.98899636, 447.05766846, 2.32835102, -0.32463989, 353.19961548, 0.7704, 85.1000, 6.3300
538, 29.91406, 20538.00, 105.00, 116.61059146, 39.98904933, 446.73443626, 2.32885313, -0.32248202, 353.19799805, 0.7684, 85.1000, 6.3300
539, 29.96875, 20538.00, 105.00, 116.61058335, 39.98910184, 446.41407299, 2.32934570, -0.32031667, 353.19638062, 0.7663, 85.1000, 6.3300
540, 30.03125, 20538.00, 105.00, 116.61057488, 39.98915666, 446.07967688, 2.32985306, -0.31802592, 353.19467163, 0.7642, 85.1000, 6.3300
541, 30.08594, 20538.00, 105.00, 116.61056662, 39.98921010, 445.75372110, 2.33034182, -0.31576571, 353.19305420, 0.7620, 85.1000, 6.3300
542, 30.14063, 20538.00, 105.00, 116.61055848, 39.98926270, 445.43289529, 2.33081698, -0.31351623, 353.19146729, 0.7598, 85.1000, 6.3300
543, 30.19531, 20538.00, 105.00, 116.61055038, 39.98931510, 445.11332938, 2.33128524, -0.31124818, 353.18988037, 0.7577, 85.1000, 6.3300
544, 30.25781, 20538.00, 105.00, 116.61054214, 39.98936837, 444.78848473, 2.33175468, -0.30891684, 353.18832397, 0.7555, 85.1000, 6.3300
545, 30.31250, 20538.00, 105.00, 116.61053403, 39.98942077, 444.46898181, 2.33221102, -0.30660126, 353.18676758, 0.7534, 85.1000, 6.3300
546, 30.37500, 20538.00, 105.00, 116.61052558, 39.98947538, 444.13608282, 2.33268046, -0.30416161, 353.18518066, 0.7511, 85.1000, 6.3300
547, 30.42969, 20538.00, 105.00, 116.61051734, 39.98952857, 443.81177867, 2.33313251, -0.30176139, 353.18365479, 0.7489, 85.1000, 6.3300
548, 30.48438, 20538.00, 105.00, 116.61050908, 39.98958192, 443.48657282, 2.33357978, -0.29933378, 353.18212891, 0.7468, 85.1000, 6.3300
549, 30.54688, 20538.00, 105.00, 116.61050029, 39.98963866, 443.14072226, 2.33405018, -0.29672515, 353.18054199, 0.6593, 85.1000, 6.3300
550, 30.60938, 20538.00, 105.00, 116.61049180, 39.98969348, 442.80662649, 2.33449984, -0.29418373, 353.17898560, 0.6563, 85.1000, 6.3300
551, 30.66406, 20538.00, 105.00, 116.61048369, 39.98974581, 442.48774797, 2.33492351, -0.29173875, 353.17758179, 0.6538, 85.1000, 6.3300
552, 30.71875, 20538.00, 105.00, 116.61047555, 39.98979832, 442.16776085, 2.33534408, -0.28926474, 353.17611694, 0.6513, 85.1000, 6.3300
553, 30.78125, 20538.00, 105.00, 116.61046735, 39.98985124, 441.84529431, 2.33576202, -0.28675315, 353.17471313, 0.6480, 85.1000, 6.3300
554, 30.83594, 20538.00, 105.00, 116.61045815, 39.98991054, 441.48400060, 2.33622670, -0.28391972, 353.17312622, 0.6441, 85.1000, 6.3300
555, 30.89844, 20538.00, 105.00, 116.61044996, 39.98996332, 441.16241275, 2.33663440, -0.28137776, 353.17172241, 0.6409, 85.1000, 6.3300
556, 30.95313, 20538.00, 105.00, 116.61044148, 39.99001798, 440.82942713, 2.33705354, -0.27872956, 353.17031860, 0.6375, 85.1000, 6.3300
557, 31.00781, 20538.00, 105.00, 116.61043339, 39.99007009, 440.51201308, 2.33744836, -0.27619049, 353.16897583, 0.6342, 85.1000, 6.3300
558, 31.07031, 20538.00, 105.00, 116.61042532, 39.99012212, 440.19510124, 2.33783865, -0.27363840, 353.16766357, 0.6310, 85.1000, 6.3300
559, 31.12500, 20538.00, 105.00, 116.61041711, 39.99017498, 439.87316637, 2.33823109, -0.27103305, 353.16632080, 0.6276, 85.1000, 6.3300
560, 31.17969, 20538.00, 105.00, 116.61040896, 39.99022748, 439.55340892, 2.33861709, -0.26843184, 353.16503906, 0.6238, 85.1000, 6.3300
561, 31.23438, 20538.00, 105.00, 116.61040080, 39.99027997, 439.23378471, 2.33900142, -0.26581642, 353.16369629, 0.6210, 85.1000, 6.3300
562, 31.28906, 20538.00, 105.00, 116.61039268, 39.99033223, 438.91552127, 2.33937907, -0.26320025, 353.16244507, 0.6178, 85.1000, 6.3300
563, 31.35156, 20538.00, 105.00, 116.61038453, 39.99038474, 438.59578869, 2.33975506, -0.26056150, 353.16119385, 0.6142, 85.1000, 6.3300
564, 31.40625, 20538.00, 105.00, 116.61037650, 39.99043636, 438.28152894, 2.34012270, -0.25795498, 353.15994263, 0.6105, 85.1000, 6.3300
565, 31.46094, 20538.00, 105.00, 116.61036824, 39.99048950, 437.95795206, 2.34049749, -0.25526127, 353.15872192, 0.6060, 85.1000, 6.3300
566, 31.51563, 20538.00, 105.00, 116.61036007, 39.99054207, 437.63795187, 2.34086537, -0.25258854, 353.15747070, 0.6014, 85.1000, 6.3300
567, 31.57813, 20538.00, 105.00, 116.61035190, 39.99059462, 437.31802572, 2.34122992, -0.24990503, 353.15628052, 0.5968, 85.1000, 6.3300
568, 31.63281, 20538.00, 105.00, 116.61034383, 39.99064650, 437.00223967, 2.34158754, -0.24724957, 353.15512085, 0.5922, 85.1000, 6.3300
569, 31.68750, 20538.00, 105.00, 116.61033567, 39.99069894, 436.68300289, 2.34194613, -0.24455856, 353.15393066, 0.5879, 85.1000, 6.3300
570, 31.74219, 20538.00, 105.00, 116.61032749, 39.99075146, 436.36333545, 2.34230232, -0.24185336, 353.15280151, 0.5836, 85.1000, 6.3300
571, 31.79688, 20538.00, 105.00, 116.61031941, 39.99080339, 436.04727428, 2.34265327, -0.23917405, 353.15167236, 0.5790, 85.1000, 6.3300
572, 31.85938, 20538.00, 105.00, 116.61031124, 39.99085587, 435.72787521, 2.34300494, -0.23646151, 353.15051270, 0.5750, 85.1000, 6.3300
573, 31.91406, 20538.00, 105.00, 116.61030302, 39.99090868, 435.40647282, 2.34335613, -0.23372327, 353.14938354, 0.5706, 85.1000, 6.3300
574, 31.97656, 20538.00, 105.00, 116.61029451, 39.99096334, 435.07384174, 2.34371829, -0.23088472, 353.14828491, 0.5651, 85.1000, 6.3300
575, 32.03125, 20538.00, 105.00, 116.61028609, 39.99101736, 434.74514978, 2.34407401, -0.22807620, 353.14715576, 0.5618, 85.1000, 6.3300
576, 32.09375, 20538.00, 105.00, 116.61027750, 39.99107253, 434.40946462, 2.34443593, -0.22520082, 353.14602661, 0.5578, 85.1000, 6.3300
577, 32.14844, 20538.00, 105.00, 116.61026933, 39.99112496, 434.09045617, 2.34477687, -0.22246636, 353.14498901, 0.5534, 85.1000, 6.3300
578, 32.20313, 20538.00, 105.00, 116.61026123, 39.99117691, 433.77437107, 2.34511447, -0.21975461, 353.14395142, 0.5494, 85.1000, 6.3300
579, 32.25781, 20538.00, 105.00, 116.61025308, 39.99122921, 433.45612836, 2.34545302, -0.21701968, 353.14294434, 0.5460, 85.1000, 6.3300
580, 32.31250, 20538.00, 105.00, 116.61024493, 39.99128151, 433.13798271, 2.34578943, -0.21428525, 353.14196777, 0.5419, 85.1000, 6.3300
581, 32.36719, 20538.00, 105.00, 116.61023678, 39.99133376, 432.82012028, 2.34612393, -0.21155295, 353.14096069, 0.5381, 85.1000, 6.3300
582, 32.42969, 20538.00, 105.00, 116.61022871, 39.99138547, 432.50555749, 2.34645414, -0.20884636, 353.14001465, 0.5349, 85.1000, 6.3300
583, 32.48438, 20538.00, 105.00, 116.61022037, 39.99143893, 432.18031762, 2.34679389, -0.20605066, 353.13903809, 0.5314, 85.1000, 6.3300
584, 32.53906, 20538.00, 105.00, 116.61021218, 39.99149146, 431.86082327, 2.34712744, -0.20330487, 353.13809204, 0.5266, 85.1000, 6.3300
585, 32.59375, 20538.00, 105.00, 116.61020407, 39.99154345, 431.54455377, 2.34745526, -0.20058493, 353.13714600, 0.3942, 85.1000, 6.3300
586, 32.65625, 20538.00, 105.00, 116.61019570, 39.99159703, 431.21864799, 2.34779406, -0.19778408, 353.13623047, 0.3892, 85.1000, 6.3300
587, 32.71094, 20538.00, 105.00, 116.61018754, 39.99164933, 430.90058100, 2.34812260, -0.19505318, 353.13531494, 0.3849, 85.1000, 6.3300
588, 32.76563, 20538.00, 105.00, 116.61017937, 39.99170170, 430.58203838, 2.34845161, -0.19231802, 353.13442993, 0.3811, 85.1000, 6.3300
589, 32.82813, 20538.00, 105.00, 116.61017105, 39.99175494, 430.25825419, 2.34878612, -0.18954165, 353.13357544, 0.3769, 85.1000, 6.3300
590, 32.88281, 20538.00, 105.00, 116.61016303, 39.99180631, 429.94584084, 2.34910703, -0.18686756, 353.13272095, 0.3731, 85.1000, 6.3300
591, 32.93750, 20538.00, 105.00, 116.61015481, 39.99185898, 429.62552038, 2.34943676, -0.18412676, 353.13189697, 0.3700, 85.1000, 6.3300
592, 33.00000, 20538.00, 105.00, 116.61014615, 39.99191438, 429.28861685, 2.34978271, -0.18125086, 353.13101196, 0.3666, 85.1000, 6.3300
593, 33.05469, 20538.00, 105.00, 116.61013787, 39.99196741, 428.96613707, 2.35011387, -0.17850381, 353.13021851, 0.3639, 85.1000, 6.3300
594, 33.10938, 20538.00, 105.00, 116.61012959, 39.99202040, 428.64396576, 2.35044456, -0.17576309, 353.12942505, 0.3618, 85.1000, 6.3300
595, 33.16406, 20538.00, 105.00, 116.61012127, 39.99207361, 428.32040943, 2.35077691, -0.17301877, 353.12860107, 0.3603, 85.1000, 6.3300
596, 33.22656, 20538.00, 105.00, 116.61011307, 39.99212607, 428.00141147, 2.35110497, -0.17032021, 353.12783813, 0.3595, 85.1000, 6.3300
597, 33.28125, 20538.00, 105.00, 116.61010469, 39.99217968, 427.67542912, 2.35143971, -0.16756693, 353.12707520, 0.3588, 85.1000, 6.3300
598, 33.34375, 20538.00, 105.00, 116.61009629, 39.99223344, 427.34859806, 2.35177660, -0.16481543, 353.12631226, 0.3585, 85.1000, 6.3300
599, 33.39844, 20538.00, 105.00, 116.61008796, 39.99228671, 427.02474444, 2.35211110, -0.16209729, 353.12557983, 0.3601, 85.1000, 6.3300
600, 33.45313, 20538.00, 105.00, 116.61007971, 39.99233945, 426.70408758, 2.35244203, -0.15941194, 353.12484741, 0.3613, 85.1000, 6.3300
601, 33.51563, 20538.00, 105.00, 116.61007133, 39.99239300, 426.37850175, 2.35277867, -0.15669581, 353.12417603, 0.3630, 85.1000, 6.3300
602, 33.57031, 20538.00, 105.00, 116.61006263, 39.99244865, 426.04017341, 2.35312915, -0.15388452, 353.12344360, 0.3652, 85.1000, 6.3300
603, 33.63281, 20538.00, 105.00, 116.61005420, 39.99250255, 425.71251242, 2.35346961, -0.15117039, 353.12274170, 0.3672, 85.1000, 6.3300
604, 33.68750, 20538.00, 105.00, 116.61004598, 39.99255508, 425.39320385, 2.35380149, -0.14853756, 353.12210083, 0.3704, 85.1000, 6.3300
605, 33.75000, 20538.00, 105.00, 116.61003719, 39.99261121, 425.05197613, 2.35415840, -0.14573577, 353.12139893, 0.3741, 85.1000, 6.3300
606, 33.80469, 20538.00, 105.00, 116.61002864, 39.99266583, 424.71996987, 2.35450602, -0.14301942, 353.12078857, 0.3777, 85.1000, 6.3300
607, 33.86719, 20538.00, 105.00, 116.61002025, 39.99271943, 424.39417710, 2.35484767, -0.14036827, 353.12017822, 0.3816, 85.1000, 6.3300
608, 33.92188, 20538.00, 105.00, 116.61001204, 39.99277189, 424.07529033, 2.35518336, -0.13778496, 353.11956787, 0.3856, 85.1000, 6.3300
609, 33.98438, 20538.00, 105.00, 116.61000320, 39.99282835, 423.73214329, 2.35554457, -0.13501531, 353.11892700, 0.3899, 85.1000, 6.3300
610, 34.04688, 20538.00, 105.00, 116.60999388, 39.99288787, 423.37039120, 2.35592723, -0.13211296, 353.11831665, 0.3940, 85.1000, 6.3300
611, 34.10156, 20538.00, 105.00, 116.60998564, 39.99294049, 423.05054930, 2.35626721, -0.12956038, 353.11776733, 0.3984, 85.1000, 6.3300
612, 34.15625, 20538.00, 105.00, 116.60997743, 39.99299293, 422.73187085, 2.35660815, -0.12702848, 353.11718750, 0.4029, 85.1000, 6.3300
613, 34.21875, 20538.00, 105.00, 116.60996922, 39.99304537, 422.41319421, 2.35694861, -0.12451242, 353.11666870, 0.4066, 85.1000, 6.3300
614, 34.28125, 20538.00, 105.00, 116.60996102, 39.99309766, 422.09536499, 2.35729003, -0.12201588, 353.11618042, 0.4112, 85.1000, 6.3300
615, 34.33594, 20538.00, 105.00, 116.60995186, 39.99315615, 421.73993442, 2.35767293, -0.11923972, 353.11563110, 0.4159, 85.1000, 6.3300
616, 34.39063, 20538.00, 105.00, 116.60994366, 39.99320850, 421.42182906, 2.35801601, -0.11677243, 353.11514282, 0.4199, 85.1000, 6.3300
617, 34.45313, 20538.00, 105.00, 116.60993522, 39.99326238, 421.09441899, 2.35837030, -0.11424696, 353.11468506, 0.4210, 85.1000, 6.3300
618, 34.50781, 20538.00, 105.00, 116.60992648, 39.99331815, 420.75550770, 2.35873985, -0.11165006, 353.11419678, 0.4210, 85.1000, 6.3300
619, 34.58594, 20538.00, 105.00, 116.60991828, 39.99337043, 420.43783276, 2.35908651, -0.10923340, 353.11376953, 0.4211, 85.1000, 6.3300
620, 34.64844, 20538.00, 105.00, 116.60990441, 39.99345892, 419.90018939, 2.35968137, -0.10517724, 353.11303711, 0.3244, 85.1000, 6.3300
621, 34.70313, 20538.00, 105.00, 116.60989592, 39.99351307, 419.57117101, 2.36004639, -0.10271879, 353.11264038, 0.3246, 85.1000, 6.3300
622, 34.76563, 20538.00, 105.00, 116.60988743, 39.99356727, 419.24189725, 2.36041212, -0.10027636, 353.11221313, 0.3251, 85.1000, 6.3300
623, 34.82031, 20538.00, 105.00, 116.60987874, 39.99362268, 418.90526295, 2.36078763, -0.09779575, 353.11181641, 0.3259, 85.1000, 6.3300
624, 34.88281, 20538.00, 105.00, 116.60987028, 39.99367663, 418.57746248, 2.36115432, -0.09540131, 353.11145020, 0.3268, 85.1000, 6.3300
625, 34.93750, 20538.00, 105.00, 116.60986165, 39.99373163, 418.24335600, 2.36153126, -0.09297914, 353.11108398, 0.3277, 85.1000, 6.3300
626, 35.00000, 20538.00, 105.00, 116.60985301, 39.99378676, 417.90846012, 2.36191010, -0.09056954, 353.11071777, 0.3286, 85.1000, 6.3300
627, 35.05469, 20538.00, 105.00, 116.60984455, 39.99384070, 417.58082492, 2.36228204, -0.08823403, 353.11035156, 0.3300, 85.1000, 6.3300
628, 35.12500, 20538.00, 105.00, 116.60983551, 39.99389829, 417.23095593, 2.36268115, -0.08575994, 353.11001587, 0.3308, 85.1000, 6.3300
629, 35.18750, 20538.00, 105.00, 116.60982578, 39.99396031, 416.85425079, 2.36311245, -0.08312210, 353.10968018, 0.3322, 85.1000, 6.3300
630, 35.25000, 20538.00, 105.00, 116.60981718, 39.99401513, 416.52130620, 2.36349630, -0.08081428, 353.10937500, 0.3337, 85.1000, 6.3300
631, 35.30469, 20538.00, 105.00, 116.60980844, 39.99407086, 416.18282580, 2.36388850, -0.07848717, 353.10906982, 0.3349, 85.1000, 6.3300
632, 35.36719, 20538.00, 105.00, 116.60979977, 39.99412613, 415.84711133, 2.36427855, -0.07619916, 353.10876465, 0.3365, 85.1000, 6.3300
633, 35.42188, 20538.00, 105.00, 116.60979103, 39.99418178, 415.50914549, 2.36467385, -0.07391937, 353.10848999, 0.3384, 85.1000, 6.3300
634, 35.48438, 20538.00, 105.00, 116.60978232, 39.99423732, 415.17186822, 2.36506891, -0.07167878, 353.10824585, 0.3399, 85.1000, 6.3300
635, 35.54688, 20538.00, 105.00, 116.60977349, 39.99429355, 414.83041564, 2.36546946, -0.06946435, 353.10800171, 0.3416, 85.1000, 6.3300
636, 35.60156, 20538.00, 105.00, 116.60976475, 39.99434928, 414.49202847, 2.36586642, -0.06732459, 353.10775757, 0.3432, 85.1000, 6.3300
637, 35.66406, 20538.00, 105.00, 116.60975594, 39.99440535, 414.15154440, 2.36626649, -0.06522528, 353.10754395, 0.3454, 85.1000, 6.3300
638, 35.72656, 20538.00, 105.00, 116.60974748, 39.99445926, 413.82420664, 2.36665154, -0.06325745, 353.10733032, 0.3471, 85.1000, 6.3300
639, 35.78125, 20538.00, 105.00, 116.60973918, 39.99451214, 413.50315727, 2.36702991, -0.06137402, 353.10714722, 0.3494, 85.1000, 6.3300
640, 35.83594, 20538.00, 105.00, 116.60973088, 39.99456504, 413.18200752, 2.36740971, -0.05953547, 353.10693359, 0.3512, 85.1000, 6.3300
641, 35.89844, 20538.00, 105.00, 116.60972251, 39.99461835, 412.85837720, 2.36779213, -0.05772743, 353.10681152, 0.3537, 85.1000, 6.3300
642, 35.95313, 20538.00, 105.00, 116.60971419, 39.99467130, 412.53692068, 2.36817455, -0.05597592, 353.10659790, 0.3553, 85.1000, 6.3300
643, 36.00781, 20538.00, 105.00, 116.60970596, 39.99472375, 412.21855481, 2.36855316, -0.05428301, 353.10647583, 0.3519, 85.1000, 6.3300
644, 36.06250, 20538.00, 105.00, 116.60969752, 39.99477750, 411.89226309, 2.36894298, -0.05259093, 353.10632324, 0.3479, 85.1000, 6.3300
645, 36.12500, 20538.00, 105.00, 116.60968927, 39.99483005, 411.57332142, 2.36932611, -0.05097795, 353.10617065, 0.3447, 85.1000, 6.3300
